# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
 1957       3.242712615643e-11       1.671850974746e-12      -2.810439225586e-12       0.000000000000e+00 
 1958       3.245716169631e-11       1.663922199003e-12      -2.830424085743e-12       0.000000000000e+00 
 1959       3.248844691659e-11       1.655846985825e-12      -2.849855679989e-12       0.000000000000e+00 
 1960       3.252093668725e-11       1.647628707129e-12      -2.868729261573e-12       0.000000000000e+00 
 1961       3.255458568248e-11       1.639270749853e-12      -2.887040069790e-12       0.000000000000e+00 
 1962       3.258934838038e-11       1.630776515974e-12      -2.904783329963e-12       0.000000000000e+00 
 1963       3.262517906276e-11       1.622149422532e-12      -2.921954253433e-12       0.000000000000e+00 
 1964       3.266203181487e-11       1.613392901643e-12      -2.938548037536e-12       0.000000000000e+00 
 1965       3.269986052511e-11       1.604510400527e-12      -2.954559865592e-12       0.000000000000e+00 
 1966       3.273861888485e-11       1.595505381521e-12      -2.969984906891e-12       0.000000000000e+00 
 1967       3.277826038809e-11       1.586381322100e-12      -2.984818316674e-12       0.000000000000e+00 
 1968       3.281873833126e-11       1.577141714900e-12      -2.999055236119e-12       0.000000000000e+00 
 1969       3.286000581297e-11       1.567790067734e-12      -3.012690792325e-12       0.000000000000e+00 
 1970       3.290201573371e-11       1.558329903614e-12      -3.025720098299e-12       0.000000000000e+00 
 1971       3.294472079563e-11       1.548764760767e-12      -3.038138252938e-12       0.000000000000e+00 
 1972       3.298807350229e-11       1.539098192660e-12      -3.049940341013e-12       0.000000000000e+00 
 1973       3.303202615838e-11       1.529333768016e-12      -3.061121433156e-12       0.000000000000e+00 
 1974       3.307653086948e-11       1.519475070835e-12      -3.071676585844e-12       0.000000000000e+00 
 1975       3.312153954182e-11       1.509525700412e-12      -3.081600841381e-12       0.000000000000e+00 
 1976       3.316700388198e-11       1.499489271358e-12      -3.090889227887e-12       0.000000000000e+00 
 1977       3.321287539669e-11       1.489369413622e-12      -3.099536759278e-12       0.000000000000e+00 
 1978       3.325910539255e-11       1.479169772505e-12      -3.107538435254e-12       0.000000000000e+00 
 1979       3.330564497577e-11       1.468894008684e-12      -3.114889241281e-12       0.000000000000e+00 
 1980       3.335244505190e-11       1.458545798233e-12      -3.121584148578e-12       0.000000000000e+00 
 1981       3.339945632564e-11       1.448128832635e-12      -3.127618114099e-12       0.000000000000e+00 
 1982       3.344662930051e-11       1.437646818813e-12      -3.132986080520e-12       0.000000000000e+00 
 1983       3.349391427863e-11       1.427103479138e-12      -3.137682976221e-12       0.000000000000e+00 
 1984       3.354126136049e-11       1.416502551457e-12      -3.141703715275e-12       0.000000000000e+00 
 1985       3.358862044463e-11       1.405847789109e-12      -3.145043197426e-12       0.000000000000e+00 
 1986       3.363594122745e-11       1.395142960947e-12      -3.147696308079e-12       0.000000000000e+00 
 1987       3.368317578828e-11       1.384391781076e-12      -3.149659598311e-12       0.000000000000e+00 
 1988       3.373028636606e-11       1.373597697468e-12      -3.150936338467e-12       0.000000000000e+00 
 1989       3.377723763941e-11       1.362764101833e-12      -3.151531501761e-12       0.000000000000e+00 
 1990       3.382399414637e-11       1.351894399771e-12      -3.151450087657e-12       0.000000000000e+00 
 1991       3.387052028415e-11       1.340992010788e-12      -3.150697121912e-12       0.000000000000e+00 
 1992       3.391678030902e-11       1.330060368318e-12      -3.149277656604e-12       0.000000000000e+00 
 1993       3.396273833608e-11       1.319102919735e-12      -3.147196770172e-12       0.000000000000e+00 
 1994       3.400835833911e-11       1.308123126377e-12      -3.144459567451e-12       0.000000000000e+00 
 1995       3.405360415040e-11       1.297124463558e-12      -3.141071179707e-12       0.000000000000e+00 
 1996       3.409843946055e-11       1.286110420586e-12      -3.137036764674e-12       0.000000000000e+00 
 1997       3.414282781832e-11       1.275084500785e-12      -3.132361506586e-12       0.000000000000e+00 
 1998       3.418673263045e-11       1.264050221508e-12      -3.127050616217e-12       0.000000000000e+00 
 1999       3.423011716145e-11       1.253011114156e-12      -3.121109330915e-12       0.000000000000e+00 
 2000       3.427294453348e-11       1.241970724197e-12      -3.114542914636e-12       0.000000000000e+00 
 2001       3.431517772611e-11       1.230932611180e-12      -3.107356657980e-12       0.000000000000e+00 
 2002       3.435677957622e-11       1.219900348756e-12      -3.099555878230e-12       0.000000000000e+00 
 2003       3.439771277774e-11       1.208877524695e-12      -3.091145919383e-12       0.000000000000e+00 
 2004       3.443793988155e-11       1.197867740901e-12      -3.082132152188e-12       0.000000000000e+00 
 2005       3.447742329525e-11       1.186874613432e-12      -3.072519974182e-12       0.000000000000e+00 
 2006       3.451612528301e-11       1.175901772516e-12      -3.062314809724e-12       0.000000000000e+00 
 2007       3.455400796540e-11       1.164952862571e-12      -3.051522110032e-12       0.000000000000e+00 
 2008       3.459103331917e-11       1.154031542219e-12      -3.040147353217e-12       0.000000000000e+00 
 2009       3.462716317715e-11       1.143141484306e-12      -3.028196044320e-12       0.000000000000e+00 
 2010       3.466235922799e-11       1.132286375920e-12      -3.015673715349e-12       0.000000000000e+00 
 2011       3.469658301605e-11       1.121469918406e-12      -3.002585925310e-12       0.000000000000e+00 
 2012       3.472979594119e-11       1.110695827384e-12      -2.988938260247e-12       0.000000000000e+00 
 2013       3.476195925860e-11       1.099967832770e-12      -2.974736333275e-12       0.000000000000e+00 
 2014       3.479303407863e-11       1.089289678789e-12      -2.959985784618e-12       0.000000000000e+00 
 2015       3.482298136659e-11       1.078665123995e-12      -2.944692281641e-12       0.000000000000e+00 
 2016       3.485176194264e-11       1.068097941288e-12      -2.928861518891e-12       0.000000000000e+00 
 2017       3.487933648152e-11       1.057591917932e-12      -2.912499218127e-12       0.000000000000e+00 
 2018       3.490566551244e-11       1.047150855571e-12      -2.895611128357e-12       0.000000000000e+00 
 2019       3.493070941890e-11       1.036778570249e-12      -2.878203025878e-12       0.000000000000e+00 
 2020       3.495442843848e-11       1.026478892424e-12      -2.860280714304e-12       0.000000000000e+00 
 2021       3.497678266270e-11       1.016255666990e-12      -2.841850024610e-12       0.000000000000e+00 
 2022       3.499773203680e-11       1.006112753290e-12      -2.822916815159e-12       0.000000000000e+00 
 2023       3.501723635963e-11       9.960540251364e-13      -2.803486971746e-12       0.000000000000e+00 
 2024       3.503525528341e-11       9.860833708289e-13      -2.783566407627e-12       0.000000000000e+00 
 2025       3.505174831358e-11       9.762046931695e-13      -2.763161063557e-12       0.000000000000e+00 
 2026       3.506668002956e-11       9.664215356499e-13      -2.742277631842e-12       0.000000000000e+00 
 2027       3.508003578857e-11       9.567359580194e-13      -2.720925734124e-12       0.000000000000e+00 
 2028       3.509180613487e-11       9.471496526280e-13      -2.699115759403e-12       0.000000000000e+00 
 2029       3.510198158918e-11       9.376643175271e-13      -2.676858141501e-12       0.000000000000e+00 
 2030       3.511055264860e-11       9.282816564766e-13      -2.654163359120e-12       0.000000000000e+00 
 2031       3.511750978661e-11       9.190033789512e-13      -2.631041935901e-12       0.000000000000e+00 
 2032       3.512284345305e-11       9.098312001470e-13      -2.607504440482e-12       0.000000000000e+00 
 2033       3.512654407407e-11       9.007668409882e-13      -2.583561486548e-12       0.000000000000e+00 
 2034       3.512860205215e-11       8.918120281336e-13      -2.559223732896e-12       0.000000000000e+00 
 2035       3.512900776603e-11       8.829684939835e-13      -2.534501883487e-12       0.000000000000e+00 
 2036       3.512775157075e-11       8.742379766857e-13      -2.509406687502e-12       0.000000000000e+00 
 2037       3.512482379753e-11       8.656222201428e-13      -2.483948939403e-12       0.000000000000e+00 
 2038       3.512021475383e-11       8.571229740183e-13      -2.458139478985e-12       0.000000000000e+00 
 2039       3.511391472332e-11       8.487419937433e-13      -2.431989191437e-12       0.000000000000e+00 
 2040       3.510591396580e-11       8.404810405232e-13      -2.405509007394e-12       0.000000000000e+00 
 2041       3.509620271723e-11       8.323418813444e-13      -2.378709903000e-12       0.000000000000e+00 
 2042       3.508477118968e-11       8.243262889806e-13      -2.351602899959e-12       0.000000000000e+00 
 2043       3.507160957133e-11       8.164360419997e-13      -2.324199065594e-12       0.000000000000e+00 
 2044       3.505670802641e-11       8.086729247700e-13      -2.296509512904e-12       0.000000000000e+00 
 2045       3.504005669522e-11       8.010387274673e-13      -2.268545400621e-12       0.000000000000e+00 
 2046       3.502164569407e-11       7.935352460812e-13      -2.240317933265e-12       0.000000000000e+00 
 2047       3.500146511527e-11       7.861642824218e-13      -2.211838361204e-12       0.000000000000e+00 
 2048       3.497950502713e-11       7.789276441262e-13      -2.183117980707e-12       0.000000000000e+00 
 2049       3.495575547387e-11       7.718271446650e-13      -2.154168134004e-12       0.000000000000e+00 
 2050       3.493020647570e-11       7.648646033494e-13      -2.125000209339e-12       0.000000000000e+00 
 2051       3.490284802868e-11       7.580418453372e-13      -2.095625641030e-12       0.000000000000e+00 
 2052       3.487367010480e-11       7.513607016397e-13      -2.066055909527e-12       0.000000000000e+00 
 2053       3.484266265188e-11       7.448230091283e-13      -2.036302541463e-12       0.000000000000e+00 
 2054       3.480981559359e-11       7.384306105411e-13      -2.006377109716e-12       0.000000000000e+00 
 2055       3.477511882941e-11       7.321853544893e-13      -1.976291233464e-12       0.000000000000e+00 
 2056       3.473856223461e-11       7.260890954641e-13      -1.946056578242e-12       0.000000000000e+00 
 2057       3.470013566023e-11       7.201436938431e-13      -1.915684855998e-12       0.000000000000e+00 
 2058       3.465982893305e-11       7.143510158969e-13      -1.885187825150e-12       0.000000000000e+00 
 2059       3.461763185557e-11       7.087129337959e-13      -1.854577290644e-12       0.000000000000e+00 
 2060       3.457353420599e-11       7.032313256167e-13      -1.823865104008e-12       0.000000000000e+00 
 2061       3.452752573818e-11       6.979080753486e-13      -1.793063163412e-12       0.000000000000e+00 
 2062       3.447959618165e-11       6.927450729004e-13      -1.762183413723e-12       0.000000000000e+00 
 2063       3.442973524156e-11       6.877442141072e-13      -1.731237846563e-12       0.000000000000e+00 
 2064       3.437793259865e-11       6.829074007365e-13      -1.700238500362e-12       0.000000000000e+00 
 2065       3.432418253905e-11       6.782361128314e-13      -1.669197005331e-12       0.000000000000e+00 
 2066       3.426849787954e-11       6.737301224122e-13      -1.638123214725e-12       0.000000000000e+00 
 2067       3.421089614096e-11       6.693887706702e-13      -1.607026563986e-12       0.000000000000e+00 
 2068       3.415139492743e-11       6.652113947980e-13      -1.575916524999e-12       0.000000000000e+00 
 2069       3.409001192652e-11       6.611973279841e-13      -1.544802606134e-12       0.000000000000e+00 
 2070       3.402676490930e-11       6.573458994075e-13      -1.513694352292e-12       0.000000000000e+00 
 2071       3.396167173047e-11       6.536564342323e-13      -1.482601344945e-12       0.000000000000e+00 
 2072       3.389475032847e-11       6.501282536022e-13      -1.451533202185e-12       0.000000000000e+00 
 2073       3.382601872558e-11       6.467606746352e-13      -1.420499578762e-12       0.000000000000e+00 
 2074       3.375549502804e-11       6.435530104179e-13      -1.389510166134e-12       0.000000000000e+00 
 2075       3.368319742613e-11       6.405045700005e-13      -1.358574692508e-12       0.000000000000e+00 
 2076       3.360914419430e-11       6.376146583909e-13      -1.327702922881e-12       0.000000000000e+00 
 2077       3.353335369127e-11       6.348825765496e-13      -1.296904659092e-12       0.000000000000e+00 
 2078       3.345584436014e-11       6.323076213841e-13      -1.266189739857e-12       0.000000000000e+00 
 2079       3.337663472849e-11       6.298890857437e-13      -1.235568040818e-12       0.000000000000e+00 
 2080       3.329574340848e-11       6.276262584137e-13      -1.205049474588e-12       0.000000000000e+00 
 2081       3.321318909699e-11       6.255184241102e-13      -1.174643990791e-12       0.000000000000e+00 
 2082       3.312899057567e-11       6.235648634748e-13      -1.144361576107e-12       0.000000000000e+00 
 2083       3.304316671111e-11       6.217648530688e-13      -1.114212254318e-12       0.000000000000e+00 
 2084       3.295573645491e-11       6.201176653682e-13      -1.084206086352e-12       0.000000000000e+00 
 2085       3.286671884378e-11       6.186225687579e-13      -1.054353170323e-12       0.000000000000e+00 
 2086       3.277613299968e-11       6.172788275264e-13      -1.024663641580e-12       0.000000000000e+00 
 2087       3.268399812989e-11       6.160857018607e-13      -9.951476727472e-13       0.000000000000e+00 
 2088       3.259033352714e-11       6.150424478402e-13      -9.658154737698e-13       0.000000000000e+00 
 2089       3.249515856972e-11       6.141483174317e-13      -9.366772919575e-13       0.000000000000e+00 
 2090       3.239849272157e-11       6.134025584842e-13      -9.077434120285e-13       0.000000000000e+00 
 2091       3.230035553238e-11       6.128044147228e-13      -8.790241561533e-13       0.000000000000e+00 
 2092       3.220076663774e-11       6.123531257440e-13      -8.505298839987e-13       0.000000000000e+00 
 2093       3.209974575919e-11       6.120479270095e-13      -8.222709927721e-13       0.000000000000e+00 
 2094       3.199731270437e-11       6.118880498416e-13      -7.942579172648e-13       0.000000000000e+00 
 2095       3.189348736712e-11       6.118727214172e-13      -7.665011298966e-13       0.000000000000e+00 
 2096       3.178828972756e-11       6.120011647625e-13      -7.390111407593e-13       0.000000000000e+00 
 2097       3.168173985221e-11       6.122725987476e-13      -7.117984976609e-13       0.000000000000e+00 
 2098       3.157385789413e-11       6.126862380811e-13      -6.848737861693e-13       0.000000000000e+00 
 2099       3.146466409298e-11       6.132412933046e-13      -6.582476296567e-13       0.000000000000e+00 
 2100       3.135417877514e-11       6.139369707875e-13      -6.319306893430e-13       0.000000000000e+00 
 2101       3.124242235382e-11       6.147724727212e-13      -6.059336643402e-13       0.000000000000e+00 
 2102       3.112941532920e-11       6.157469971138e-13      -5.802672916961e-13       0.000000000000e+00 
 2103       3.101517828846e-11       6.168597377849e-13      -5.549423464383e-13       0.000000000000e+00 
 2104       3.089973356525e-11       6.181096391189e-13      -5.299684306551e-13       0.000000000000e+00 
 2105       3.078311023018e-11       6.194946584709e-13      -5.053503314410e-13       0.000000000000e+00 
 2106       3.066533913524e-11       6.210124986185e-13      -4.810916376999e-13       0.000000000000e+00 
 2107       3.054645125780e-11       6.226608525249e-13      -4.571959488191e-13       0.000000000000e+00 
 2108       3.042647770078e-11       6.244374033264e-13      -4.336668746800e-13       0.000000000000e+00 
 2109       3.030544969280e-11       6.263398243208e-13      -4.105080356695e-13       0.000000000000e+00 
 2110       3.018339858829e-11       6.283657789549e-13      -3.877230626909e-13       0.000000000000e+00 
 2111       3.006035586772e-11       6.305129208129e-13      -3.653155971756e-13       0.000000000000e+00 
 2112       2.993635313767e-11       6.327788936040e-13      -3.432892910935e-13       0.000000000000e+00 
 2113       2.981142213106e-11       6.351613311504e-13      -3.216478069647e-13       0.000000000000e+00 
 2114       2.968559470723e-11       6.376578573751e-13      -3.003948178703e-13       0.000000000000e+00 
 2115       2.955890285214e-11       6.402660862902e-13      -2.795340074640e-13       0.000000000000e+00 
 2116       2.943137867849e-11       6.429836219844e-13      -2.590690699824e-13       0.000000000000e+00 
 2117       2.930305442590e-11       6.458080586111e-13      -2.390037102572e-13       0.000000000000e+00 
 2118       2.917396246105e-11       6.487369803766e-13      -2.193416437255e-13       0.000000000000e+00 
 2119       2.904413527782e-11       6.517679615273e-13      -2.000865964413e-13       0.000000000000e+00 
 2120       2.891360549746e-11       6.548985663385e-13      -1.812423050866e-13       0.000000000000e+00 
 2121       2.878240586873e-11       6.581263491018e-13      -1.628125169825e-13       0.000000000000e+00 
 2122       2.865056926806e-11       6.614488541129e-13      -1.448009901005e-13       0.000000000000e+00 
 2123       2.851812869968e-11       6.648636156602e-13      -1.272114930734e-13       0.000000000000e+00 
 2124       2.838511729582e-11       6.683681580119e-13      -1.100478052065e-13       0.000000000000e+00 
 2125       2.825156831681e-11       6.719599954045e-13      -9.331371648885e-14       0.000000000000e+00 
 2126       2.811751515126e-11       6.756366320304e-13      -7.701302760441e-14       0.000000000000e+00 
 2127       2.798299131619e-11       6.793955620262e-13      -6.114954994301e-14       0.000000000000e+00 
 2128       2.784803045721e-11       6.832342694603e-13      -4.572710561164e-14       0.000000000000e+00 
 2129       2.771266634865e-11       6.871502283208e-13      -3.074952744553e-14       0.000000000000e+00 
 2130       2.757693289373e-11       6.911409025036e-13      -1.622065901930e-14       0.000000000000e+00 
 2131       2.744086412470e-11       6.952037458003e-13      -2.144354658116e-15       0.000000000000e+00 
 2132       2.730449420298e-11       6.993362018861e-13       1.147552055117e-14       0.000000000000e+00 
 2133       2.716785741932e-11       7.035357043077e-13       2.463509074890e-14       0.000000000000e+00 
 2134       2.703098819399e-11       7.077996764714e-13       3.733046929146e-14       0.000000000000e+00 
 2135       2.689392107686e-11       7.121255316305e-13       4.955775874013e-14       0.000000000000e+00 
 2136       2.675669074761e-11       7.165106728740e-13       6.131305084994e-14       0.000000000000e+00 
 2137       2.661933201586e-11       7.209524931139e-13       7.259242655856e-14       0.000000000000e+00 
 2138       2.648187982131e-11       7.254483750734e-13       8.339195597512e-14       0.000000000000e+00 
 2139       2.634436923393e-11       7.299956912748e-13       9.370769836909e-14       0.000000000000e+00 
 2140       2.620683545406e-11       7.345918040274e-13       1.035357021592e-13       0.000000000000e+00 
 2141       2.606931381261e-11       7.392340654153e-13       1.128720049020e-13       0.000000000000e+00 
 2142       2.593183977116e-11       7.439198172857e-13       1.217126332814e-13       0.000000000000e+00 
 2143       2.579444723469e-11       7.486464313597e-13       1.300547921013e-13       0.000000000000e+00 
 2144       2.565716347653e-11       7.534114298900e-13       1.379004401671e-13       0.000000000000e+00 
 2145       2.552001417905e-11       7.582123658035e-13       1.452527388086e-13       0.000000000000e+00 
 2146       2.538302511804e-11       7.630467826419e-13       1.521148651136e-13       0.000000000000e+00 
 2147       2.524622216285e-11       7.679122145506e-13       1.584900119474e-13       0.000000000000e+00 
 2148       2.510963127649e-11       7.728061862674e-13       1.643813879732e-13       0.000000000000e+00 
 2149       2.497327851575e-11       7.777262131123e-13       1.697922176713e-13       0.000000000000e+00 
 2150       2.483719003130e-11       7.826698009753e-13       1.747257413597e-13       0.000000000000e+00 
 2151       2.470139206777e-11       7.876344463064e-13       1.791852152136e-13       0.000000000000e+00 
 2152       2.456591096393e-11       7.926176361041e-13       1.831739112855e-13       0.000000000000e+00 
 2153       2.443077315270e-11       7.976168479043e-13       1.866951175249e-13       0.000000000000e+00 
 2154       2.429600516134e-11       8.026295497696e-13       1.897521377986e-13       0.000000000000e+00 
 2155       2.416163361153e-11       8.076532002780e-13       1.923482919102e-13       0.000000000000e+00 
 2156       2.402768521946e-11       8.126852485120e-13       1.944869156203e-13       0.000000000000e+00 
 2157       2.389418679594e-11       8.177231340474e-13       1.961713606662e-13       0.000000000000e+00 
 2158       2.376116524656e-11       8.227642869425e-13       1.974049947820e-13       0.000000000000e+00 
 2159       2.362864757171e-11       8.278061277272e-13       1.981912017184e-13       0.000000000000e+00 
 2160       2.349666086677e-11       8.328460673914e-13       1.985333812626e-13       0.000000000000e+00 
 2161       2.336523232218e-11       8.378815073745e-13       1.984349492584e-13       0.000000000000e+00 
 2162       2.323438922352e-11       8.429098395542e-13       1.978993376257e-13       0.000000000000e+00 
 2163       2.310415895167e-11       8.479284462355e-13       1.969299943811e-13       0.000000000000e+00 
 2164       2.297456898290e-11       8.529347001397e-13       1.955303836570e-13       0.000000000000e+00 
 2165       2.284564688897e-11       8.579259643932e-13       1.937039857220e-13       0.000000000000e+00 
 2166       2.271742033724e-11       8.628995925166e-13       1.914542970010e-13       0.000000000000e+00 
 2167       2.258991709076e-11       8.678529284139e-13       1.887848300944e-13       0.000000000000e+00 
 2168       2.246316500842e-11       8.727833063609e-13       1.856991137988e-13       0.000000000000e+00 
 2169       2.233719204502e-11       8.776880509948e-13       1.822006931265e-13       0.000000000000e+00 
 2170       2.221202625141e-11       8.825644773028e-13       1.782931293253e-13       0.000000000000e+00 
 2171       2.208769577455e-11       8.874098906111e-13       1.739799998987e-13       0.000000000000e+00 
 2172       2.196422885767e-11       8.922215865742e-13       1.692648986258e-13       0.000000000000e+00 
 2173       2.184165384035e-11       8.969968511632e-13       1.641514355809e-13       0.000000000000e+00 
 2174       2.171999915861e-11       9.017329606556e-13       1.586432371539e-13       0.000000000000e+00 
 2175       2.159929334509e-11       9.064271816236e-13       1.527439460697e-13       0.000000000000e+00 
 2176       2.147956502904e-11       9.110767709234e-13       1.464572214085e-13       0.000000000000e+00 
 2177       2.136084293655e-11       9.156789756842e-13       1.397867386255e-13       0.000000000000e+00 
 2178       2.124315589058e-11       9.202310332971e-13       1.327361895709e-13       0.000000000000e+00 
 2179       2.112653281110e-11       9.247301714038e-13       1.253092825098e-13       0.000000000000e+00 
 2180       2.101100271516e-11       9.291736078861e-13       1.175097421421e-13       0.000000000000e+00 
 2181       2.089659471706e-11       9.335585508546e-13       1.093413096225e-13       0.000000000000e+00 
 2182       2.078333447939e-11       9.378824552529e-13       1.008082954249e-13       0.000000000000e+00 
 2183       2.067123354004e-11       9.421437945749e-13       9.191724195049e-14       0.000000000000e+00 
 2184       2.056029991383e-11       9.463412943030e-13       8.267527211402e-14       0.000000000000e+00 
 2185       2.045054163503e-11       9.504736757586e-13       7.308953754564e-14       0.000000000000e+00 
 2186       2.034196675737e-11       9.545396560971e-13       6.316721862478e-14       0.000000000000e+00 
 2187       2.023458335405e-11       9.585379483040e-13       5.291552451403e-14       0.000000000000e+00 
 2188       2.012839951780e-11       9.624672611895e-13       4.234169319291e-14       0.000000000000e+00 
 2189       2.002342336086e-11       9.663262993847e-13       3.145299149178e-14       0.000000000000e+00 
 2190       1.991966301501e-11       9.701137633366e-13       2.025671512563e-14       0.000000000000e+00 
 2191       1.981712663159e-11       9.738283493036e-13       8.760188727932e-15       0.000000000000e+00 
 2192       1.971582238151e-11       9.774687493510e-13      -3.029234115489e-15       0.000000000000e+00 
 2193       1.961575845529e-11       9.810336513465e-13      -1.510417083266e-14       0.000000000000e+00 
 2194       1.951694306305e-11       9.845217389556e-13      -2.745720983157e-14       0.000000000000e+00 
 2195       1.941938443454e-11       9.879316916369e-13      -4.008091046639e-14       0.000000000000e+00 
 2196       1.932309081918e-11       9.912621846376e-13      -5.296780300357e-14       0.000000000000e+00 
 2197       1.922807048602e-11       9.945118889892e-13      -6.611038858804e-14       0.000000000000e+00 
 2198       1.913433172383e-11       9.976794715026e-13      -7.950113920935e-14       0.000000000000e+00 
 2199       1.904188284107e-11       1.000763594764e-12      -9.313249766784e-14       0.000000000000e+00 
 2200       1.895073216593e-11       1.003762917128e-12      -1.069968775408e-13       0.000000000000e+00 
 2201       1.886088804633e-11       1.006676092719e-12      -1.210866631485e-13       0.000000000000e+00 
 2202       1.877235884996e-11       1.009501771419e-12      -1.353942095208e-13       0.000000000000e+00 
 2203       1.868515296428e-11       1.012238598869e-12      -1.499118423626e-13       0.000000000000e+00 
 2204       1.859927879655e-11       1.014885216460e-12      -1.646318580206e-13       0.000000000000e+00 
 2205       1.851474477383e-11       1.017440261332e-12      -1.795465234491e-13       0.000000000000e+00 
 2206       1.843155934304e-11       1.019902366369e-12      -1.946480761765e-13       0.000000000000e+00 
 2207       1.834973097092e-11       1.022270160191e-12      -2.099287242711e-13       0.000000000000e+00 
 2208       1.826926814410e-11       1.024542267155e-12      -2.253806463075e-13       0.000000000000e+00 
 2209       1.819017936909e-11       1.026717307344e-12      -2.409959913325e-13       0.000000000000e+00 
 2210       1.811247317229e-11       1.028793896567e-12      -2.567668788317e-13       0.000000000000e+00 
 2211       1.803615810005e-11       1.030770646355e-12      -2.726853986951e-13       0.000000000000e+00 
 2212       1.796124271865e-11       1.032646163953e-12      -2.887436111840e-13       0.000000000000e+00 
 2213       1.788773561431e-11       1.034419052317e-12      -3.049335468961e-13       0.000000000000e+00 
 2214       1.781564539327e-11       1.036087910109e-12      -3.212472067328e-13       0.000000000000e+00 
 2215       1.774498068172e-11       1.037651331696e-12      -3.376765618646e-13       0.000000000000e+00 
 2216       1.767575012589e-11       1.039107907138e-12      -3.542135536975e-13       0.000000000000e+00 
 2217       1.760796239205e-11       1.040456222192e-12      -3.708500938391e-13       0.000000000000e+00 
 2218       1.754162616651e-11       1.041694858300e-12      -3.875780640651e-13       0.000000000000e+00 
 2219       1.747675015563e-11       1.042822392590e-12      -4.043893162847e-13       0.000000000000e+00 
 2220       1.741334308589e-11       1.043837397869e-12      -4.212756725075e-13       0.000000000000e+00 
 2221       1.735141048866e-11       1.044738746031e-12      -4.382292012710e-13       0.000000000000e+00 
 2222       1.729094503147e-11       1.045526520491e-12      -4.552430489827e-13       0.000000000000e+00 
 2223       1.723193612303e-11       1.046201109757e-12      -4.723106139901e-13       0.000000000000e+00 
 2224       1.717437312266e-11       1.046762904565e-12      -4.894252705900e-13       0.000000000000e+00 
 2225       1.711824534016e-11       1.047212297885e-12      -5.065803690009e-13       0.000000000000e+00 
 2226       1.706354203576e-11       1.047549684918e-12      -5.237692353361e-13       0.000000000000e+00 
 2227       1.701025242011e-11       1.047775463103e-12      -5.409851715767e-13       0.000000000000e+00 
 2228       1.695836565416e-11       1.047890032122e-12      -5.582214555443e-13       0.000000000000e+00 
 2229       1.690787084913e-11       1.047893793895e-12      -5.754713408738e-13       0.000000000000e+00 
 2230       1.685875706644e-11       1.047787152591e-12      -5.927280569867e-13       0.000000000000e+00 
 2231       1.681101331766e-11       1.047570514626e-12      -6.099848090634e-13       0.000000000000e+00 
 2232       1.676462856445e-11       1.047244288666e-12      -6.272347780166e-13       0.000000000000e+00 
 2233       1.671959171849e-11       1.046808885634e-12      -6.444711204639e-13       0.000000000000e+00 
 2234       1.667589164142e-11       1.046264718707e-12      -6.616869687007e-13       0.000000000000e+00 
 2235       1.663351714478e-11       1.045612203323e-12      -6.788754306731e-13       0.000000000000e+00 
 2236       1.659245698998e-11       1.044851757182e-12      -6.960295899510e-13       0.000000000000e+00 
 2237       1.655269988818e-11       1.043983800249e-12      -7.131425057005e-13       0.000000000000e+00 
 2238       1.651423450031e-11       1.043008754758e-12      -7.302072126574e-13       0.000000000000e+00 
 2239       1.647704943691e-11       1.041927045212e-12      -7.472167210994e-13       0.000000000000e+00 
 2240       1.644113325817e-11       1.040739098391e-12      -7.641640168197e-13       0.000000000000e+00 
 2241       1.640647447381e-11       1.039445343348e-12      -7.810420610992e-13       0.000000000000e+00 
 2242       1.637306154304e-11       1.038046211417e-12      -7.978437906798e-13       0.000000000000e+00 
 2243       1.634088287447e-11       1.036542136214e-12      -8.145621177373e-13       0.000000000000e+00 
 2244       1.630992682611e-11       1.034933553639e-12      -8.311899298541e-13       0.000000000000e+00 
 2245       1.628018170526e-11       1.033220901883e-12      -8.477200899920e-13       0.000000000000e+00 
 2246       1.625163576847e-11       1.031404621423e-12      -8.641454364654e-13       0.000000000000e+00 
 2247       1.622427722147e-11       1.029485155032e-12      -8.804587829139e-13       0.000000000000e+00 
 2248       1.619809421911e-11       1.027462947780e-12      -8.966529182753e-13       0.000000000000e+00 
 2249       1.617307486532e-11       1.025338447033e-12      -9.127206067586e-13       0.000000000000e+00 
 2250       1.614920721303e-11       1.023112102463e-12      -9.286545878166e-13       0.000000000000e+00 
 2251       1.612647926412e-11       1.020784366043e-12      -9.444475761189e-13       0.000000000000e+00 
 2252       1.610487896935e-11       1.018355692055e-12      -9.600922615250e-13       0.000000000000e+00 
 2253       1.608439422829e-11       1.015826537091e-12      -9.755813090568e-13       0.000000000000e+00 
 2254       1.606501288932e-11       1.013197360057e-12      -9.909073588718e-13       0.000000000000e+00 
 2255       1.604672274949e-11       1.010468622174e-12      -1.006063026236e-12       0.000000000000e+00 
 2256       1.602951155450e-11       1.007640786982e-12      -1.021040901496e-12       0.000000000000e+00 
 2257       1.601336699864e-11       1.004714320342e-12      -1.035833550053e-12       0.000000000000e+00 
 2258       1.599827672474e-11       1.001689690442e-12      -1.050433512336e-12       0.000000000000e+00 
